Pallet: "treasury", Extrinsic: "close_tip", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
t,extrinsic_time,storage_root_time
53,116119,77487
53,116253,77530
53,116615,77324
53,115735,76837
53,116080,77444
53,115632,76682
53,117115,77040
53,115764,78057
53,115834,76653
54,118597,76800
54,116645,77213
54,116254,76166
54,115740,77021
54,115183,76861
54,116992,76748
54,115995,76725
54,115423,76661
54,115999,76850
54,116772,76357
54,115835,76302
54,115605,76700
54,115828,76367
54,115618,76418
54,116659,77184
54,116042,76581
54,116314,76578
54,115518,76751
54,116323,76470
54,115501,76892
55,117681,78585
55,116264,78866
55,115807,78219
55,116063,78357
55,116571,78126
55,116773,78252
55,117905,81118
55,116160,78464
55,115615,78928
55,115742,78369
55,116076,78073
55,116486,78163
55,116765,78486
55,116510,78397
55,116964,78069
55,117082,79141
55,116936,80935
55,115624,78438
55,116154,77566
55,116582,78078
56,119634,74508
56,118739,73781
56,118023,74339
56,117292,73925
56,116601,73953
56,117105,74378
56,116799,73802
56,116841,74429
56,116389,74069
56,117464,74195
56,116839,74220
56,116762,74482
56,120070,75078
56,117641,74404
56,117745,74476
56,117801,74755
56,118087,74469
56,116762,74556
56,118164,74364
56,117244,74481
57,117930,76356
57,116740,76761
57,116101,76730
57,115848,76579
57,116261,76627
57,115779,77431
57,115389,76466
57,116469,77567
57,116048,76469
57,117754,77496
57,116567,77163
57,116137,76833
57,116414,76584
57,116213,77017
57,116149,76314
57,116282,76113
57,116030,76968
57,115290,76514
57,119703,77092
57,116045,76900
58,120080,76911
58,117580,76665
58,117294,76232
58,117357,77483
58,118223,76471
58,116740,76356
58,116842,76400
58,116936,76171
58,118158,77635
58,117715,76514
58,116786,76832
58,117193,76915
58,117580,76527
58,118536,76775
58,117341,76728
58,116953,76931
58,117343,76712
58,118581,76731
58,118197,77033
58,117422,76556
59,117978,76548
59,117928,77617
59,117530,76969
59,117195,76736
59,117036,77749
59,117603,76651
59,116883,76818
59,118420,76932
59,117092,76280
59,117022,77118
59,116925,77636
59,117402,76487
59,120172,77103
59,116751,77426
59,117331,76642
59,117296,76511
59,117233,76676
59,117018,76827
59,117078,77011
59,116984,76639
60,119629,77080
60,118921,76944
60,119559,77864
60,118956,76312
60,118743,76685
60,119506,76946
60,118453,76625
60,118876,76748
60,117845,76927
60,119127,77436
60,118931,76144
60,119760,76423
60,118616,79639
60,119229,77336
60,118442,76297
60,118739,76787
60,120265,77889
60,118971,76125
60,118413,76677
60,119398,77022
61,121586,80347
61,119457,78913
61,119753,79337
61,119901,81935
61,120251,79049
61,118765,79469
61,118292,79144
61,118999,79245
61,119205,78676
61,118871,79396
61,119453,79070
61,119062,79080
61,117856,78725
61,120438,78797
61,119074,79236
61,118586,79096
61,118859,79057
61,118700,79140
61,119866,79596
61,119544,78697
62,120202,76855
62,118570,76423
62,119378,77008
62,122103,77478
62,118832,77302
62,118402,76748
62,120571,76836
62,118321,76789
62,119942,77060
62,118205,80212
62,117991,76493
62,118332,76470
62,117773,77175
62,118294,76993
62,120325,77058
62,118456,77155
62,118436,76559
62,119112,76853
62,118656,76539
62,119151,77154
63,124432,77709
63,118640,77828
63,118923,76425
63,119857,76639
63,118746,79796
63,118049,76986
63,118292,76582
63,119215,76498
63,120405,77459
63,118786,78295
63,118344,76640
63,118270,76551
63,119533,77006
63,118785,77118
63,118820,76701
63,118997,77250
63,119911,76882
63,119617,77686
63,119371,77024
63,119445,75863
64,121420,75022
64,118711,74018
64,119071,74461
64,119301,74773
64,119957,74461
64,120928,74253
64,120275,74432
64,120546,74796
64,120101,74614
64,120022,74645
64,119719,75669
64,119649,75144
64,119293,74476
64,119195,73921
64,119931,74265
64,119499,74348
64,119776,77157
64,120286,75001
64,120041,74166
64,120405,73999
65,122029,74118
65,118843,77061
65,119268,74108
65,119058,74135
65,119258,74367
65,119464,74193
65,118921,73853
65,118962,74116
65,117834,74088
65,119332,74349
65,119592,73820
65,119790,73985
65,120910,74570
65,119847,74590
65,120855,74398
65,120047,74480
65,119714,74607
65,119788,74837
65,119544,74833
65,119738,75047
66,123271,77958
66,122406,77503
66,121808,77881
66,120352,77269
66,120970,77520
66,121752,77376
66,121447,77388
66,121171,77859
66,120563,77952
66,121217,77060
66,121200,77950
66,121090,77709
66,120836,77325
66,120419,77143
66,121516,77637
66,123544,77749
66,121773,77432
66,121120,77459
66,119484,77196
66,120767,77256
67,123382,78473
67,121225,77639
67,121743,77377
67,121344,77325
67,120219,77559
67,122215,78005
67,120734,77242
67,120574,77721
67,120242,77038
67,120552,77832
67,120042,78560
67,120859,77903
67,120959,77136
67,120107,77405
67,121013,77482
67,122246,77276
67,121929,77337
67,122180,77161
67,120035,76991
67,121258,77268
68,123629,78182
68,121371,76547
68,120616,76838
68,119559,76418
68,121695,77121
68,120961,76294
68,120094,75961
68,121626,76709
68,120295,76173
68,119787,76345
68,120672,77079
68,120209,76754
68,119822,76810
68,120068,77954
68,121312,76607
68,121180,77137
68,119577,76290
68,120867,76728
68,120935,76210
68,120013,77203
69,124219,77062
69,121469,76290
69,121314,76756
69,121606,76215
69,121314,76805
69,123006,76320
69,120697,75987
69,121373,76006
69,121358,76552
69,121099,77598
69,122062,76553
69,121604,76130
69,121896,76349
69,121769,76899
69,122356,76990
69,122193,76310
69,121973,76765
69,121306,75937
69,121020,76722
69,122875,77038
70,122691,76646
70,121923,76732
70,121249,77171
70,122362,76754
70,120257,77420
70,121603,76497
70,121135,77537
70,121226,77282
70,120778,76560
70,121756,76873
70,120898,78429
70,121305,77292
70,120536,76920
70,123185,76494
70,120784,77776
70,122028,77027
70,121225,76830
70,122771,78232
70,122122,76990
70,121092,77240
71,123558,77199
71,122318,77867
71,122634,76674
71,121399,76961
71,122831,80184
71,122716,76616
71,121721,76904
71,122482,76986
71,123374,76713
71,121941,76996
71,121840,77299
71,123435,76508
71,121373,76375
71,122504,76227
71,122664,77011
71,124970,76695
71,122776,79794
71,122505,77435
71,122110,76864
71,122422,77471
72,124096,80760
72,122602,79640
72,122144,79536
72,123647,79533
72,121308,79175
72,122361,79837
72,122635,79011
72,121328,79205
72,126710,80549
72,120999,79054
72,122578,80298
72,121824,79064
72,121453,79684
72,124061,80341
72,123562,78971
72,123220,79154
72,124756,79837
72,122554,79343
72,122650,79577
72,123086,79210
73,123441,74981
73,122449,74208
73,120709,74680
73,120812,75780
73,123575,74323
73,121699,74342
73,121739,74151
73,121556,74403
73,121751,74702
73,121792,74372
73,121185,74611
73,124151,74454
73,120971,74548
73,122683,74207
73,121963,73967
73,122085,75249
73,120206,74516
73,121411,74535
73,123483,74786
73,122017,74138
74,124102,77033
74,123138,77032
74,123965,77159
74,122137,77033
74,122773,76593
74,123122,76616
74,123141,77604
74,122909,77215
74,122619,77688
74,122328,76948
74,121963,78626
74,122596,76621
74,122673,78014
74,122940,76636
74,122358,76827
74,122721,77002
74,121785,76265
74,122459,76284
74,122601,76826
74,122304,76412
75,124784,75336
75,121335,74400
75,121487,74914
75,122863,74849
75,122123,75414
75,121277,74998
75,122563,75482
75,120682,77684
75,123372,73980
75,121467,75290
75,122980,75165
75,122050,75030
75,122094,74839
75,122736,75431
75,122489,75005
75,122553,74134
75,121812,74643
75,121082,74872
75,122168,74482
75,121424,74733
76,124055,79090
76,122300,79507
76,122626,78361
76,123630,78183
76,121728,79134
76,121812,78822
76,122197,79646
76,122575,78132
76,121591,78306
76,122551,78861
76,121959,78604
76,122564,80735
76,122689,79104
76,122256,78557
76,123394,79177
76,123425,78704
76,122509,80173
76,123186,78315
76,123436,78781
76,122619,78204
77,124179,74195
77,123017,75277
77,123669,75739
77,123544,74494
77,124332,74781
77,123034,74841
77,122753,75232
77,123624,75182
77,122092,74883
77,124404,74861
77,123117,74489
77,123435,74781
77,125097,75356
77,123372,75327
77,123845,74549
77,123220,75618
77,122631,74689
77,122489,74804
77,123541,75294
77,122557,74393
78,125548,73980
78,122281,74244
78,123173,74138
78,123939,74283
78,123331,74260
78,123871,74064
78,122388,73547
78,125015,74070
78,122432,72884
78,122765,74102
78,124030,74279
78,123377,73827
78,122670,74105
78,122538,74126
78,122734,73751
78,125654,73902
78,122376,73970
78,123770,75166
78,123295,74235
78,122358,74139
79,127569,77191
79,124126,77151
79,124601,76862
79,122517,76526
79,125379,77142
79,123528,77445
79,124110,76987
79,124580,76593
79,124272,76434
79,123577,77336
79,124203,76707
79,126805,76894
79,123970,76748
79,124233,77492
79,124089,76640
79,125439,77571
79,124719,77349
79,123535,77198
79,123966,76721
79,123932,76762
80,125544,74447
80,124752,73483
80,123552,74938
80,124278,73739
80,123877,73613
80,124408,73800
80,125876,74022
80,124298,74647
80,123486,73769
80,124062,73665
80,123304,74100
80,124659,73660
80,124366,75102
80,123707,74149
80,125468,73899
80,123950,73875
80,124417,74467
80,122945,74556
80,123294,74034
80,124582,74251
81,126488,76631
81,123819,77041
81,124855,76782
81,125688,76646
81,124425,76525
81,123634,76351
81,124691,76154
81,125050,76750
81,124186,76535
81,125525,76687
81,124562,76716
81,124707,76998
81,124379,76608
81,124040,76142
81,124523,76070
81,124037,76380
81,123879,76705
81,125939,76571
81,126166,77916
81,124640,76876
82,126663,75417
82,124975,75149
82,125444,75090
82,125362,75423
82,125369,75437
82,124216,75535
82,124750,75224
82,125195,75689
82,124882,75524
82,124205,75828
82,124917,75583
82,124691,75675
82,124612,75585
82,128756,75156
82,125370,75519
82,125658,75361
82,124399,75469
82,125041,74784
82,124538,75047
82,125851,75560
83,128335,78685
83,126945,78576
83,126184,79279
83,126043,78690
83,125265,82521
83,125557,79059
83,126298,80382
83,125532,78701
83,125598,79171
83,125798,78994
83,124930,78868
83,125409,79140
83,125814,79545
83,128596,78981
83,127044,79455
83,124761,78667
83,128381,80395
83,125263,78333
83,126291,78549
83,124668,80623
84,127002,80126
84,125466,80031
84,125717,79945
84,125783,80343
84,126738,80679
84,125697,80601
84,125997,80907
84,126290,80954
84,125130,80240
84,125377,79480
84,126515,79703
84,125973,79542
84,126578,79282
84,125724,79168
84,126569,79219
84,126092,79190
84,125129,79669
84,124725,79452
84,125048,78874
84,125099,79887
85,126397,75997
85,125216,74818
85,126122,74771
85,124795,75014
85,125095,74598
85,125264,75055
85,125358,74889
85,125559,75881
85,125459,75517
85,126273,75831
85,127974,78792
85,126162,76439
85,126481,75038
85,125652,74593
85,125781,74505
85,124571,74859
85,125118,75078
