Pallet: "balances", Extrinsic: "transfer_keep_alive", Steps: 100, Repeat: 10
E,U,time
501,712,376000
501,712,409000
501,712,397000
501,721,393000
501,721,426000
501,721,390000
501,721,389000
501,721,377000
501,721,408000
501,721,389000
501,721,400000
501,721,394000
501,721,401000
501,730,393000
501,730,389000
501,730,385000
501,730,376000
501,730,380000
501,730,418000
501,730,386000
501,730,377000
501,730,383000
501,730,396000
501,739,370000
501,739,398000
501,739,399000
501,739,374000
501,739,372000
501,739,379000
501,739,391000
501,739,386000
501,739,389000
501,739,390000
501,748,458000
501,748,384000
501,748,397000
501,748,395000
501,748,379000
501,748,381000
501,748,385000
501,748,375000
501,748,390000
501,748,409000
501,757,401000
501,757,406000
501,757,402000
501,757,389000
501,757,378000
501,757,385000
501,757,397000
501,757,389000
501,757,382000
501,757,385000
501,766,395000
501,766,457000
501,766,402000
501,766,395000
501,766,406000
501,766,396000
501,766,392000
501,766,406000
